family_id,title,description,category_level_1,category_level_2,product_type,sport,available_colors,available_sizes,available_materials,available_features,price_min,price_max,primary_product_id,thumbnail_image,tags,search_text,available_fits
F000796,Omni-Shade Grander Marlin III Offshore Shorts,"The Columbia Grander Marlin III Offshore Shorts are engineered with Omni-Shield Blood 'n Guts technology to provide advanced water and stain repellency, ensuring lasting durability in harsh offshore environments. These quick-drying shorts incorporate Omni-Shade UPF 50 sun protection, offering effective defense against harmful UV rays during extended outdoor fishing sessions. Designed specifically for offshore anglers, the shorts include practical features such as a reinforced pliers pocket, multiple tool loops, and a secure zippered pocket for essential gear storage. Constructed from lightweight, breathable fabric, these men's outdoor shorts deliver superior comfort and functional performance whether you're casting lines or relaxing on the boat deck. Water sports enthusiasts will appreciate the blend of durability and technical features that support mobility and convenience in wet and rugged conditions. Ideal for camping, fishing, and safari adventures, these versatile shorts combine Columbia's premium fabric technologies to enhance protection and long-lasting wear.",Apparel,Men's,Sportswear,Hiking,"[""Black"", ""Navy Blue""]","[""OS""]",[],"[""Omni-Shade"", ""Sun Protection"", ""Omni-Shield"", ""UPF 50"", ""Lightweight"", ""Breathable""]",37.99,37.99,9895826882839,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/FM3848-010-1.jpg?v=1747138051,"[""Columbia"", ""Columbia Sale"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Men"", ""Pants and Shorts"", ""Shorts and Capris"", ""Water Sports"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Omni-Shade"", ""Sun Protection"", ""Omni-Shield"", ""UPF 50"", ""Lightweight"", ""Breathable""]","Omni-Shade Grander Marlin III Offshore Shorts

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

The Columbia Grander Marlin III Offshore Shorts are engineered with Omni-Shield Blood 'n Guts technology to provide advanced water and stain repellency, ensuring lasting durability in harsh offshore environments. These quick-drying shorts incorporate Omni-Shade UPF 50 sun protection, offering effective defense against harmful UV rays during extended outdoor fishing sessions. Designed specifically for offshore anglers, the shorts include practical features such as a reinforced pliers pocket, multiple tool loops, and a secure zippered pocket for essential gear storage. Constructed from lightweight, breathable fabric, these men's outdoor shorts deliver superior comfort and functional performance whether you're casting lines or relaxing on the boat deck. Water sports enthusiasts will appreciate the blend of durability and technical features that support mobility and convenience in wet and rugged conditions. Ideal for camping, fishing, and safari adventures, these versatile shorts combine Columbia's premium fabric technologies to enhance protection and long-lasting wear.

Features:
Omni-Shade
Sun Protection
Omni-Shield
UPF 50
Lightweight
Breathable

Tags:
Columbia
Columbia Sale
Hiking and Trekking
Hiking Trekking
Men
Pants and Shorts
Shorts and Capris
Water Sports
Apparel
Men's
Sportswear
Hiking
Omni-Shade
Sun Protection
Omni-Shield
UPF 50
Lightweight
Breathable",[]
F000797,Aruba Convertible Pant,"We fine-tuned the fit on these sweat-wicking, amphibious pants to be more comfortable and flattering—but you can count on the same soft yet lightweight UPF 30 nylon fabric and handy zip-off legs for quick-change versatility in or out of the water.",Apparel,Men's,,,"[""Beige""]","[""OS""]","[""Nylon""]","[""Convertible"", ""Lightweight""]",30.99,30.99,aruba-womens-convertible-pant-fl8332-160,,"[""Apparel"", ""Men's"", ""Nylon"", ""Convertible"", ""Lightweight""]","Aruba Convertible Pant

Brand: Columbia Sportswear
Category: Apparel > Men's

We fine-tuned the fit on these sweat-wicking, amphibious pants to be more comfortable and flattering—but you can count on the same soft yet lightweight UPF 30 nylon fabric and handy zip-off legs for quick-change versatility in or out of the water.

Materials:
Nylon

Features:
Convertible
Lightweight

Tags:
Apparel
Men's
Nylon
Convertible
Lightweight",[]
F000798,Armadale Ankle Pant,"Slim-fitting, shape holding, and sublimely stretchy, this skinny-leg ankle pant features a water-repellent treatment to keep you dry in the face of rain storms and boat spray and built-in UPF 50 sun protection to shield you from harmful UV rays during long hours in the sun.",Apparel,Men's,,,"[""Green"", ""Black""]","[""OS""]",[],"[""Sun Protection"", ""Water-Repellent"", ""UPF 50"", ""Omni-Shield""]",30.99,33.99,armadale-ankle-pant-fl8333-309,,"[""Apparel"", ""Men's"", ""Sun Protection"", ""Water-Repellent"", ""UPF 50"", ""Omni-Shield""]","Armadale Ankle Pant

Brand: Columbia Sportswear
Category: Apparel > Men's

Slim-fitting, shape holding, and sublimely stretchy, this skinny-leg ankle pant features a water-repellent treatment to keep you dry in the face of rain storms and boat spray and built-in UPF 50 sun protection to shield you from harmful UV rays during long hours in the sun.

Features:
Sun Protection
Water-Repellent
UPF 50
Omni-Shield

Tags:
Apparel
Men's
Sun Protection
Water-Repellent
UPF 50
Omni-Shield",[]
F000799,Backcast III Water Short,"These Columbia men’s water shorts feature durable quick-dry nylon fabric designed for rapid moisture evaporation, making them ideal for water sports and outdoor activities. Built-in Omni-Shade™ UPF 50 sun protection shields your skin from harmful UV rays, ensuring safe exposure during prolonged outdoor use. An integrated interior mesh brief offers additional support and comfort, eliminating the need for extra swimwear beneath the shorts. The elastic waistband provides a secure, easy-fit design that adapts to your movements without sacrificing comfort during hiking, fishing, or camping. Recommended by the Skin Cancer Foundation for effective UV protection on covered areas, these shorts combine functionality with advanced sun safety technology. Versatile use cases include camping, safari, trekking, water sports, and fishing, making them a multi-functional addition to any active man’s wardrobe.",Apparel,Men's,Sportswear,Hiking,"[""Blue""]","[""OS""]","[""Nylon"", ""Mesh""]","[""Sun Protection"", ""Quick Dry"", ""Omni-Shade"", ""UPF 50""]",23.99,23.99,9895827013911,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/FM4009-464_1.jpg?v=1743235930,"[""Columbia"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Men"", ""Pants and Shorts"", ""Shorts and Capris"", ""Columbia Sale"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Nylon"", ""Mesh"", ""Sun Protection"", ""Quick Dry"", ""Omni-Shade"", ""UPF 50""]","Backcast III Water Short

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

These Columbia men’s water shorts feature durable quick-dry nylon fabric designed for rapid moisture evaporation, making them ideal for water sports and outdoor activities. Built-in Omni-Shade™ UPF 50 sun protection shields your skin from harmful UV rays, ensuring safe exposure during prolonged outdoor use. An integrated interior mesh brief offers additional support and comfort, eliminating the need for extra swimwear beneath the shorts. The elastic waistband provides a secure, easy-fit design that adapts to your movements without sacrificing comfort during hiking, fishing, or camping. Recommended by the Skin Cancer Foundation for effective UV protection on covered areas, these shorts combine functionality with advanced sun safety technology. Versatile use cases include camping, safari, trekking, water sports, and fishing, making them a multi-functional addition to any active man’s wardrobe.

Materials:
Nylon
Mesh

Features:
Sun Protection
Quick Dry
Omni-Shade
UPF 50

Tags:
Columbia
Hiking and Trekking
Hiking Trekking
Men
Pants and Shorts
Shorts and Capris
Columbia Sale
Apparel
Men's
Sportswear
Hiking
Nylon
Mesh
Sun Protection
Quick Dry
Omni-Shade
UPF 50",[]
F000800,Bonehead Short,"These Columbia Bonehead shorts provide reliable UPF 30 sun protection, making them ideal for outdoor activities under intense sunlight. Crafted from 100% cotton canvas-duck fabric, these shorts ensure breathability and durability during hiking, fishing, or camping trips. The innovative half-elastic waistband offers an easy fit for men, adapting comfortably to varied body shapes and movements. Designed specifically for water sports and trekking, these quick-drying shorts resist wear and tear in rugged outdoor environments. With versatility in mind, these shorts are perfect for summer adventures including hiking, safari, and fishing in hot climates. Imported with Columbia’s Omni-Shade technology, these shorts combine technical fabric with functionality to protect and perform.",Apparel,Men's,Sportswear,,"[""Beige"", ""Yellow"", ""Blue"", ""Orange""]","[""OS""]","[""Cotton"", ""Canvas""]","[""Sun Protection"", ""Omni-Shade""]",21.99,27.99,9895827276055,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/FM4014-160_1.jpg?v=1743235927,"[""Columbia"", ""Men"", ""Pants and Shorts"", ""Shorts and Capris"", ""Water Sports"", ""Columbia Sale"", ""Apparel"", ""Men's"", ""Sportswear"", ""Cotton"", ""Canvas"", ""Sun Protection"", ""Omni-Shade""]","Bonehead Short

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear

These Columbia Bonehead shorts provide reliable UPF 30 sun protection, making them ideal for outdoor activities under intense sunlight. Crafted from 100% cotton canvas-duck fabric, these shorts ensure breathability and durability during hiking, fishing, or camping trips. The innovative half-elastic waistband offers an easy fit for men, adapting comfortably to varied body shapes and movements. Designed specifically for water sports and trekking, these quick-drying shorts resist wear and tear in rugged outdoor environments. With versatility in mind, these shorts are perfect for summer adventures including hiking, safari, and fishing in hot climates. Imported with Columbia’s Omni-Shade technology, these shorts combine technical fabric with functionality to protect and perform.

Materials:
Cotton
Canvas

Features:
Sun Protection
Omni-Shade

Tags:
Columbia
Men
Pants and Shorts
Shorts and Capris
Water Sports
Columbia Sale
Apparel
Men's
Sportswear
Cotton
Canvas
Sun Protection
Omni-Shade",[]
F000801,Super Bonehead Shorts,"The Omni-Shade® print plaid version of our cool, protective Bonehead, constructed of soft cotton that’s garment washed for lived-in comfort, with fly box pockets and a rod holder loop at the left chest to meet the needs of the discerning angler.",Apparel,Men's,Sportswear,,"[""Red"", ""Beige""]","[""OS""]","[""Cotton""]","[""Omni-Shade""]",23.99,29.99,9895827505431,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/FM4600-684_1.jpg?v=1743235913,"[""Columbia"", ""Columbia Sale"", ""Men"", ""Pants and Shorts"", ""Shorts and Capris"", ""Water Sports"", ""Apparel"", ""Men's"", ""Sportswear"", ""Cotton"", ""Omni-Shade""]","Super Bonehead Shorts

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear

The Omni-Shade® print plaid version of our cool, protective Bonehead, constructed of soft cotton that’s garment washed for lived-in comfort, with fly box pockets and a rod holder loop at the left chest to meet the needs of the discerning angler.

Materials:
Cotton

Features:
Omni-Shade

Tags:
Columbia
Columbia Sale
Men
Pants and Shorts
Shorts and Capris
Water Sports
Apparel
Men's
Sportswear
Cotton
Omni-Shade",[]
F000802,Omni-Shade Terminal Tackle II Sun Protection Pants,Stay protected with Columbia Men's Grey Omni-Shade Terminal Tackle II pants offering superior sun protection and comfort for active outdoor adventures.,Apparel,Men's,,,"[""Grey"", ""Black""]","[""OS""]",[],"[""Omni-Shade"", ""Sun Protection"", ""Lightweight"", ""UPF 50"", ""Omni-Shield""]",59.99,59.99,columbia-mens-grey-omni-shield-terminal-tackle-ii-pant-fm2027-019,,"[""Apparel"", ""Men's"", ""Omni-Shade"", ""Sun Protection"", ""Lightweight"", ""UPF 50"", ""Omni-Shield""]","Omni-Shade Terminal Tackle II Sun Protection Pants

Brand: Columbia Sportswear
Category: Apparel > Men's

Stay protected with Columbia Men's Grey Omni-Shade Terminal Tackle II pants offering superior sun protection and comfort for active outdoor adventures.

Features:
Omni-Shade
Sun Protection
Lightweight
UPF 50
Omni-Shield

Tags:
Apparel
Men's
Omni-Shade
Sun Protection
Lightweight
UPF 50
Omni-Shield",[]
F000803,PFG Storm Jacket Waterproof,"Sometimes it’s hard to find a port in the storm, for those days we made the PFG Storm Jacket, it’s fully seam-sealed, waterproof and best of all, it packs into its own pocket so it’s easy to carry and always ready",Apparel,Men's,,Outdoor,"[""Black"", ""Blue""]","[""OS""]",[],"[""Waterproof""]",65.99,65.99,pfg-storm-jacket-fm2021-010,,"[""Apparel"", ""Men's"", ""Outdoor"", ""Waterproof""]","PFG Storm Jacket Waterproof

Brand: Columbia Sportswear
Category: Apparel > Men's
Sport: Outdoor

Sometimes it’s hard to find a port in the storm, for those days we made the PFG Storm Jacket, it’s fully seam-sealed, waterproof and best of all, it packs into its own pocket so it’s easy to carry and always ready

Features:
Waterproof

Tags:
Apparel
Men's
Outdoor
Waterproof",[]
F000804,Omni-Shade Terminal Roamer Stretch Shorts,"These performance fishing shorts are built with broad spectrum sun-shielding to block more rays, tough stain-repellent tech, and just-right stretch to keep you moving freely from boat to dock to town. Omni-Shade™ Broad Spectrum guards against skin damage using select materials to block a wider range of UVA/UVB rays so you stay safer in the sun Omni-Shield™ repels moisture and resists stains by preventing liquids from absorbing into fast-drying yarns, so you stay clean and dry in damp, messy conditions Drawcord adjustable elastic waist for a secure fit Hand pockets and a zippered back pocket for versatile storage Uses: Fishing Imported",Apparel,Men's,Sportswear,Hiking,"[""Black"", ""Green""]","[""OS""]",[],"[""Omni-Shade"", ""Stretch"", ""Sun Protection"", ""Omni-Shield""]",35.99,35.99,9895827734807,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/FM6594-010_1.jpg?v=1743235911,"[""Columbia"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Men"", ""Pants and Shorts"", ""Shorts and Capris"", ""Sustainable Products"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Omni-Shade"", ""Stretch"", ""Sun Protection"", ""Omni-Shield""]","Omni-Shade Terminal Roamer Stretch Shorts

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

These performance fishing shorts are built with broad spectrum sun-shielding to block more rays, tough stain-repellent tech, and just-right stretch to keep you moving freely from boat to dock to town. Omni-Shade™ Broad Spectrum guards against skin damage using select materials to block a wider range of UVA/UVB rays so you stay safer in the sun Omni-Shield™ repels moisture and resists stains by preventing liquids from absorbing into fast-drying yarns, so you stay clean and dry in damp, messy conditions Drawcord adjustable elastic waist for a secure fit Hand pockets and a zippered back pocket for versatile storage Uses: Fishing Imported

Features:
Omni-Shade
Stretch
Sun Protection
Omni-Shield

Tags:
Columbia
Hiking and Trekking
Hiking Trekking
Men
Pants and Shorts
Shorts and Capris
Sustainable Products
Apparel
Men's
Sportswear
Hiking
Omni-Shade
Stretch
Sun Protection
Omni-Shield",[]
F000805,Omni-Shade Super Backcast II Water Shorts,"These Columbia Men’s water shorts feature advanced Omni-Shade™ UPF 50 technology to provide reliable sun protection, blocking harmful UVA and UVB rays during outdoor activities. Designed with quick-drying fabric, these fishing shorts efficiently wick moisture away, ensuring you remain comfortable and dry throughout your summer adventures. The shorts include multiple functional pockets, including zippered mesh back pockets and drop-in side pockets, offering secure storage for valuables and easy access to small items. An adjustable elastic waistband with drawcord and belt loops ensures a customizable, secure fit suitable for various body shapes and active movements. Built-in mesh brief liners promote breathability and enhance comfort during extended wear, making them ideal for water sports and prolonged outdoor exposure. These shorts combine durability with technical performance, making them perfect for fishing, camping, water sports, or casual summer outings with efficient sun defense.",Apparel,Men's,Sportswear,,"[""Green"", ""Navy Blue""]","[""OS""]","[""Mesh""]","[""Omni-Shade"", ""Sun Protection"", ""UPF 50""]",37.99,41.99,9895827702039,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/FM6320-316_1.jpg?v=1743235912,"[""Columbia"", ""Columbia Sale"", ""Men"", ""Pants and Shorts"", ""Shorts and Capris"", ""Water Sports"", ""Apparel"", ""Men's"", ""Sportswear"", ""Mesh"", ""Omni-Shade"", ""Sun Protection"", ""UPF 50""]","Omni-Shade Super Backcast II Water Shorts

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear

These Columbia Men’s water shorts feature advanced Omni-Shade™ UPF 50 technology to provide reliable sun protection, blocking harmful UVA and UVB rays during outdoor activities. Designed with quick-drying fabric, these fishing shorts efficiently wick moisture away, ensuring you remain comfortable and dry throughout your summer adventures. The shorts include multiple functional pockets, including zippered mesh back pockets and drop-in side pockets, offering secure storage for valuables and easy access to small items. An adjustable elastic waistband with drawcord and belt loops ensures a customizable, secure fit suitable for various body shapes and active movements. Built-in mesh brief liners promote breathability and enhance comfort during extended wear, making them ideal for water sports and prolonged outdoor exposure. These shorts combine durability with technical performance, making them perfect for fishing, camping, water sports, or casual summer outings with efficient sun defense.

Materials:
Mesh

Features:
Omni-Shade
Sun Protection
UPF 50

Tags:
Columbia
Columbia Sale
Men
Pants and Shorts
Shorts and Capris
Water Sports
Apparel
Men's
Sportswear
Mesh
Omni-Shade
Sun Protection
UPF 50",[]
F000806,Omni-Shade Low Drag Offshore Shirt,"VERSATILE WEAR-ABILITY Lightweight ripstop with built-in UPF 40, wicking power, and strategic venting makes this shirt ideal for long days in the sun. Omni-Wick™ Omni-Shade™ UPF 40 sun protection Antimicrobial treatment protects this product from bacterial growth Vented Quick dry Rod holder Center Back Length: 30.5"" Uses: Fishing Imported Recommended Protection The Skin Cancer Foundation recommends this fabric as an effective UV protectant only for covered areas.",Apparel,Men's,Sportswear,Hiking,"[""Black"", ""Blue"", ""White""]","[""OS""]","[""Ripstop""]","[""Omni-Shade"", ""Sun Protection"", ""Lightweight"", ""UPF 40"", ""Omni-Wick"", ""Quick dry""]",35.99,35.99,9895827865879,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/FM7024-019_1.jpg?v=1743235909,"[""Columbia"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Men"", ""Shirts and T-Shirts"", ""Short Sleeve Shirts"", ""Water Sports"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Ripstop"", ""Omni-Shade"", ""Sun Protection"", ""Lightweight"", ""UPF 40"", ""Omni-Wick"", ""Quick dry""]","Omni-Shade Low Drag Offshore Shirt

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

VERSATILE WEAR-ABILITY Lightweight ripstop with built-in UPF 40, wicking power, and strategic venting makes this shirt ideal for long days in the sun. Omni-Wick™ Omni-Shade™ UPF 40 sun protection Antimicrobial treatment protects this product from bacterial growth Vented Quick dry Rod holder Center Back Length: 30.5"" Uses: Fishing Imported Recommended Protection The Skin Cancer Foundation recommends this fabric as an effective UV protectant only for covered areas.

Materials:
Ripstop

Features:
Omni-Shade
Sun Protection
Lightweight
UPF 40
Omni-Wick
Quick dry

Tags:
Columbia
Hiking and Trekking
Hiking Trekking
Men
Shirts and T-Shirts
Short Sleeve Shirts
Water Sports
Apparel
Men's
Sportswear
Hiking
Ripstop
Omni-Shade
Sun Protection
Lightweight
UPF 40
Omni-Wick
Quick dry",[]
F000807,Omni-Shade Slack Tide Camp Shirt,"This lightweight button-up PFG shirt is built with sweat-wicking soft-feel fabric, UPF 50 sun protection, and back venting—making it an easy, wear-anytime essential for long summer days. Omni-Shade™ UPF 50 guards against skin damage using tight fabric construction and modified fibers to block UVA/UVB rays, so you stay protected in the sun Omni-Wick™ keeps you dry and cool by pulling moisture to the fabric’s surface to evaporate, delivering fast-drying, next-to skin comfort in the heat Handy sunglasses cleaning patch Utility loop for gear Vented for breathability Center Back Length: 30.0 in / 76.2 cm Uses: Fishing Imported",Apparel,Men's,Sportswear,Hiking,"[""Green"", ""Black"", ""Blue"", ""Navy Blue"", ""White""]","[""OS""]",[],"[""Omni-Shade"", ""Sun Protection"", ""Lightweight"", ""UPF 50"", ""Omni-Wick""]",47.99,47.99,9895828029719,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/FM7042-381_1.jpg?v=1743235907,"[""Columbia"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Men"", ""Shirts and T-Shirts"", ""Short Sleeve Shirts"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Omni-Shade"", ""Sun Protection"", ""Lightweight"", ""UPF 50"", ""Omni-Wick""]","Omni-Shade Slack Tide Camp Shirt

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

This lightweight button-up PFG shirt is built with sweat-wicking soft-feel fabric, UPF 50 sun protection, and back venting—making it an easy, wear-anytime essential for long summer days. Omni-Shade™ UPF 50 guards against skin damage using tight fabric construction and modified fibers to block UVA/UVB rays, so you stay protected in the sun Omni-Wick™ keeps you dry and cool by pulling moisture to the fabric’s surface to evaporate, delivering fast-drying, next-to skin comfort in the heat Handy sunglasses cleaning patch Utility loop for gear Vented for breathability Center Back Length: 30.0 in / 76.2 cm Uses: Fishing Imported

Features:
Omni-Shade
Sun Protection
Lightweight
UPF 50
Omni-Wick

Tags:
Columbia
Hiking and Trekking
Hiking Trekking
Men
Shirts and T-Shirts
Short Sleeve Shirts
Apparel
Men's
Sportswear
Hiking
Omni-Shade
Sun Protection
Lightweight
UPF 50
Omni-Wick",[]
F000808,Omni-Wick PFG Solar Breeze Woven Shirt,"Made for anglers, this sweat-wicking fishing shirt features a rod holder to free up your hands and a zippered chest pocket to store your small essentials. Omni-Wick™ keeps you dry and cool by pulling moisture to the fabric’s surface to evaporate, delivering fast-drying, next-to skin comfort in the heat Roll-up sleeves",Apparel,Men's,,,"[""Black""]","[""OS""]",[],"[""Omni-Wick""]",95.99,95.99,columbia-mens-black-pfg-solar-breeze-woven-long-sleeve-shirt-fm5949-019,,"[""Apparel"", ""Men's"", ""Omni-Wick""]","Omni-Wick PFG Solar Breeze Woven Shirt

Brand: Columbia Sportswear
Category: Apparel > Men's

Made for anglers, this sweat-wicking fishing shirt features a rod holder to free up your hands and a zippered chest pocket to store your small essentials. Omni-Wick™ keeps you dry and cool by pulling moisture to the fabric’s surface to evaporate, delivering fast-drying, next-to skin comfort in the heat Roll-up sleeves

Features:
Omni-Wick

Tags:
Apparel
Men's
Omni-Wick",[]
F000809,Low Drag Offshore Long Sleeve Shirt with Sun Protection,"This Columbia men’s long sleeve shirt features Omni-Shade UPF 40 technology for maximum sun protection during extended outdoor activities. Equipped with Omni-Wick moisture management, this shirt actively breathes and wicks sweat away, ensuring quick drying and enhanced comfort. Made from lightweight ripstop fabric, the shirt offers excellent durability and resistance to wear, perfect for rugged lifestyles like camping and fishing. Strategic hidden venting at the shoulder blades improves airflow and keeps you cool in hot, humid conditions. An antimicrobial treatment protects the fabric against bacterial growth, ensuring lasting freshness even during prolonged use. With a 30.5-inch center back length, this versatile shirt is designed for sport and water activities, providing both functional performance and style.",Apparel,Men's,Sportswear,Hiking,"[""Blue"", ""Grey"", ""White""]","[""OS""]","[""Ripstop""]","[""Sun Protection"", ""Omni-Shade"", ""UPF 40"", ""Omni-Wick"", ""Lightweight""]",47.99,53.99,9895828291863,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/FM7074-487_1.jpg?v=1743235901,"[""Columbia"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Long Sleeve Shirts"", ""Men"", ""Shirts and T-Shirts"", ""Columbia Sale"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Ripstop"", ""Sun Protection"", ""Omni-Shade"", ""UPF 40"", ""Omni-Wick"", ""Lightweight""]","Low Drag Offshore Long Sleeve Shirt with Sun Protection

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

This Columbia men’s long sleeve shirt features Omni-Shade UPF 40 technology for maximum sun protection during extended outdoor activities. Equipped with Omni-Wick moisture management, this shirt actively breathes and wicks sweat away, ensuring quick drying and enhanced comfort. Made from lightweight ripstop fabric, the shirt offers excellent durability and resistance to wear, perfect for rugged lifestyles like camping and fishing. Strategic hidden venting at the shoulder blades improves airflow and keeps you cool in hot, humid conditions. An antimicrobial treatment protects the fabric against bacterial growth, ensuring lasting freshness even during prolonged use. With a 30.5-inch center back length, this versatile shirt is designed for sport and water activities, providing both functional performance and style.

Materials:
Ripstop

Features:
Sun Protection
Omni-Shade
UPF 40
Omni-Wick
Lightweight

Tags:
Columbia
Hiking and Trekking
Hiking Trekking
Long Sleeve Shirts
Men
Shirts and T-Shirts
Columbia Sale
Apparel
Men's
Sportswear
Hiking
Ripstop
Sun Protection
Omni-Shade
UPF 40
Omni-Wick
Lightweight",[]
F000810,Omni-Shade Terminal Roamer Stretch Pant,"The Columbia Terminal Roamer Stretch Pant is crafted from a flexible fabric blend to support superior freedom of movement during rigorous outdoor hiking and trekking activities. Designed with a water-resistant finish, these pants keep you dry and comfortable in light rain and damp environments, making them ideal for camping and safari excursions. Featuring UPF 50 sun protection, the Terminal Roamer Pant shields your skin from harmful ultraviolet rays while exploring under intense sunlight. Multiple secure pockets provide ample storage options for essentials, ensuring practical utility for various outdoor adventures and casual wear. With a versatile design targeted at men, these pants combine technical performance with an urban aesthetic suitable for both active and everyday use.",Apparel,Men's,Sportswear,Hiking,"[""Beige"", ""Navy Blue""]","[""OS""]",[],"[""Omni-Shade"", ""Stretch"", ""Sun Protection"", ""UPF 50"", ""Omni-Shield""]",47.99,47.99,9895829274903,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/FM8821-271_1.jpg?v=1743235884,"[""Columbia"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Men"", ""Pants"", ""Pants and Shorts"", ""26June2026"", ""Camping and Safari"", ""New Arrivals"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Omni-Shade"", ""Stretch"", ""Sun Protection"", ""UPF 50"", ""Omni-Shield""]","Omni-Shade Terminal Roamer Stretch Pant

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

The Columbia Terminal Roamer Stretch Pant is crafted from a flexible fabric blend to support superior freedom of movement during rigorous outdoor hiking and trekking activities. Designed with a water-resistant finish, these pants keep you dry and comfortable in light rain and damp environments, making them ideal for camping and safari excursions. Featuring UPF 50 sun protection, the Terminal Roamer Pant shields your skin from harmful ultraviolet rays while exploring under intense sunlight. Multiple secure pockets provide ample storage options for essentials, ensuring practical utility for various outdoor adventures and casual wear. With a versatile design targeted at men, these pants combine technical performance with an urban aesthetic suitable for both active and everyday use.

Features:
Omni-Shade
Stretch
Sun Protection
UPF 50
Omni-Shield

Tags:
Columbia
Hiking and Trekking
Hiking Trekking
Men
Pants
Pants and Shorts
26June2026
Camping and Safari
New Arrivals
Apparel
Men's
Sportswear
Hiking
Omni-Shade
Stretch
Sun Protection
UPF 50
Omni-Shield",[]
